Date,Alaves,Albacete,Almeria,Ath Bilbao,Ath Madrid,Barcelona,Betis,Cadiz,Celta,Compostela,Cordoba,Eibar,Elche,Espanol,Extremadura,Getafe,Gimnastic,Girona,Granada,Hercules,Huesca,La Coruna,Las Palmas,Leganes,Lerida,Levante,Logrones,Malaga,Mallorca,Merida,Murcia,Numancia,Osasuna,Oviedo,Real Madrid,Recreativo,Salamanca,Santander,Sevilla,Sociedad,Sp Gijon,Tenerife,Valencia,Valladolid,Vallecano,Villareal,Villarreal,Xerez,Zaragoza
2005-11-01,247.0,206.0,0.0,668.0,564.0,890.0,586.0,13.0,605.0,201.0,0.0,0.0,0.0,595.0,83.0,64.0,0.0,0.0,0.0,41.0,0.0,819.0,86.0,0.0,34.0,37.0,90.0,316.0,442.0,81.0,26.0,113.0,280.0,368.0,889.0,36.0,105.0,512.0,469.0,663.0,195.0,344.0,777.0,510.0,305.0,36.0,280.0,0.0,579.0
2005-12-01,250.0,206.0,0.0,672.0,566.0,899.0,588.0,14.0,611.0,201.0,0.0,0.0,0.0,600.0,83.0,68.0,0.0,0.0,0.0,41.0,0.0,823.0,86.0,0.0,34.0,37.0,90.0,320.0,445.0,81.0,26.0,113.0,287.0,368.0,893.0,36.0,105.0,513.0,476.0,664.0,195.0,344.0,783.0,510.0,305.0,36.0,287.0,0.0,580.0
2006-01-01,251.0,206.0,0.0,677.0,569.0,911.0,592.0,14.0,614.0,201.0,0.0,0.0,0.0,605.0,83.0,71.0,0.0,0.0,0.0,41.0,0.0,832.0,86.0,0.0,34.0,37.0,90.0,322.0,449.0,81.0,26.0,113.0,297.0,368.0,900.0,36.0,105.0,521.0,479.0,668.0,195.0,344.0,793.0,510.0,305.0,36.0,294.0,0.0,590.0
2006-02-01,257.0,206.0,0.0,681.0,576.0,923.0,599.0,21.0,621.0,201.0,0.0,0.0,0.0,611.0,83.0,75.0,0.0,0.0,0.0,41.0,0.0,836.0,86.0,0.0,34.0,37.0,90.0,322.0,451.0,81.0,26.0,113.0,298.0,368.0,910.0,36.0,105.0,526.0,488.0,669.0,195.0,344.0,801.0,510.0,305.0,36.0,298.0,0.0,597.0
2006-03-01,262.0,206.0,0.0,685.0,588.0,929.0,602.0,22.0,630.0,201.0,0.0,0.0,0.0,614.0,83.0,78.0,0.0,0.0,0.0,41.0,0.0,843.0,86.0,0.0,34.0,37.0,90.0,325.0,458.0,81.0,26.0,113.0,305.0,368.0,919.0,36.0,105.0,530.0,494.0,672.0,195.0,344.0,811.0,510.0,305.0,36.0,303.0,0.0,602.0
2006-04-01,270.0,206.0,0.0,695.0,593.0,939.0,610.0,27.0,636.0,201.0,0.0,0.0,0.0,619.0,83.0,87.0,0.0,0.0,0.0,41.0,0.0,849.0,86.0,0.0,34.0,37.0,90.0,328.0,464.0,81.0,26.0,113.0,314.0,368.0,928.0,36.0,105.0,535.0,504.0,675.0,195.0,344.0,814.0,510.0,305.0,36.0,309.0,0.0,610.0
2006-05-01,272.0,206.0,0.0,698.0,600.0,947.0,615.0,32.0,648.0,201.0,0.0,0.0,0.0,625.0,83.0,98.0,0.0,0.0,0.0,41.0,0.0,855.0,86.0,0.0,34.0,37.0,90.0,329.0,470.0,81.0,26.0,113.0,321.0,368.0,937.0,36.0,105.0,539.0,509.0,685.0,195.0,344.0,829.0,510.0,305.0,36.0,314.0,0.0,612.0
2006-06-01,278.0,206.0,0.0,707.0,602.0,953.0,619.0,36.0,652.0,201.0,0.0,0.0,0.0,628.0,83.0,101.0,0.0,0.0,0.0,41.0,0.0,858.0,86.0,0.0,34.0,37.0,90.0,329.0,476.0,81.0,26.0,113.0,327.0,368.0,941.0,36.0,105.0,542.0,521.0,687.0,195.0,344.0,830.0,510.0,305.0,36.0,321.0,0.0,615.0
2006-09-01,278.0,206.0,0.0,708.0,605.0,956.0,619.0,36.0,652.0,201.0,0.0,0.0,0.0,628.0,83.0,104.0,3.0,0.0,0.0,41.0,0.0,861.0,86.0,0.0,34.0,37.0,90.0,329.0,477.0,81.0,26.0,113.0,327.0,368.0,942.0,37.0,105.0,542.0,524.0,688.0,195.0,344.0,833.0,510.0,305.0,36.0,322.0,0.0,615.0
2006-10-01,278.0,206.0,0.0,709.0,611.0,966.0,622.0,36.0,655.0,201.0,0.0,0.0,0.0,631.0,83.0,108.0,4.0,0.0,0.0,41.0,0.0,865.0,86.0,0.0,34.0,43.0,90.0,329.0,481.0,81.0,26.0,113.0,333.0,368.0,951.0,43.0,105.0,543.0,530.0,688.0,195.0,344.0,840.0,510.0,305.0,36.0,325.0,0.0,621.0
2006-11-01,278.0,206.0,0.0,713.0,615.0,972.0,623.0,36.0,662.0,201.0,0.0,0.0,0.0,635.0,83.0,117.0,4.0,0.0,0.0,41.0,0.0,872.0,86.0,0.0,34.0,46.0,90.0,329.0,488.0,81.0,26.0,113.0,335.0,368.0,958.0,46.0,105.0,551.0,539.0,689.0,195.0,344.0,846.0,510.0,305.0,36.0,333.0,0.0,631.0
2006-12-01,278.0,206.0,0.0,715.0,623.0,982.0,628.0,36.0,669.0,201.0,0.0,0.0,0.0,641.0,83.0,121.0,5.0,0.0,0.0,41.0,0.0,874.0,86.0,0.0,34.0,50.0,90.0,329.0,492.0,81.0,26.0,113.0,338.0,368.0,967.0,55.0,105.0,556.0,549.0,692.0,195.0,344.0,848.0,510.0,305.0,36.0,339.0,0.0,638.0
2007-01-01,278.0,206.0,0.0,722.0,630.0,987.0,632.0,36.0,673.0,201.0,0.0,0.0,0.0,650.0,83.0,123.0,8.0,0.0,0.0,41.0,0.0,875.0,86.0,0.0,34.0,52.0,90.0,329.0,493.0,81.0,26.0,113.0,350.0,368.0,973.0,61.0,105.0,563.0,558.0,697.0,195.0,344.0,857.0,510.0,305.0,36.0,343.0,0.0,642.0
2007-02-01,278.0,206.0,0.0,729.0,638.0,995.0,640.0,36.0,673.0,201.0,0.0,0.0,0.0,654.0,83.0,133.0,12.0,0.0,0.0,41.0,0.0,881.0,86.0,0.0,34.0,56.0,90.0,329.0,499.0,81.0,26.0,113.0,353.0,368.0,979.0,66.0,105.0,568.0,562.0,700.0,195.0,344.0,866.0,510.0,305.0,36.0,350.0,0.0,647.0
2007-03-01,278.0,206.0,0.0,732.0,642.0,1002.0,646.0,36.0,678.0,201.0,0.0,0.0,0.0,663.0,83.0,137.0,14.0,0.0,0.0,41.0,0.0,891.0,86.0,0.0,34.0,64.0,90.0,329.0,502.0,81.0,26.0,113.0,357.0,368.0,984.0,73.0,105.0,575.0,568.0,701.0,195.0,344.0,873.0,510.0,305.0,36.0,353.0,0.0,654.0
2007-04-01,278.0,206.0,0.0,733.0,645.0,1009.0,651.0,36.0,679.0,201.0,0.0,0.0,0.0,666.0,83.0,139.0,20.0,0.0,0.0,41.0,0.0,894.0,86.0,0.0,34.0,65.0,90.0,329.0,508.0,81.0,26.0,113.0,361.0,368.0,989.0,77.0,105.0,582.0,574.0,708.0,195.0,344.0,880.0,510.0,305.0,36.0,359.0,0.0,661.0
2007-05-01,278.0,206.0,0.0,739.0,653.0,1015.0,654.0,36.0,682.0,201.0,0.0,0.0,0.0,670.0,83.0,147.0,24.0,0.0,0.0,41.0,0.0,901.0,86.0,0.0,34.0,67.0,90.0,329.0,518.0,81.0,26.0,113.0,364.0,368.0,1001.0,85.0,105.0,590.0,582.0,714.0,195.0,344.0,886.0,510.0,305.0,36.0,365.0,0.0,669.0
2007-06-01,278.0,206.0,0.0,744.0,659.0,1025.0,656.0,36.0,685.0,201.0,0.0,0.0,0.0,676.0,83.0,153.0,25.0,0.0,0.0,41.0,0.0,902.0,86.0,0.0,34.0,76.0,90.0,329.0,524.0,81.0,26.0,113.0,370.0,368.0,1013.0,86.0,105.0,591.0,591.0,720.0,195.0,344.0,895.0,510.0,305.0,36.0,377.0,0.0,673.0
2007-07-01,278.0,206.0,0.0,747.0,662.0,1029.0,659.0,36.0,691.0,201.0,0.0,0.0,0.0,677.0,83.0,153.0,28.0,0.0,0.0,41.0,0.0,905.0,86.0,0.0,34.0,79.0,90.0,329.0,525.0,81.0,26.0,113.0,373.0,368.0,1017.0,90.0,105.0,592.0,592.0,722.0,195.0,344.0,896.0,510.0,305.0,36.0,383.0,0.0,675.0
2007-09-01,278.0,206.0,3.0,748.0,662.0,1030.0,660.0,36.0,691.0,201.0,0.0,0.0,0.0,677.0,83.0,153.0,28.0,0.0,0.0,41.0,0.0,905.0,86.0,0.0,34.0,79.0,90.0,329.0,528.0,81.0,29.0,113.0,374.0,368.0,1020.0,91.0,105.0,593.0,595.0,722.0,195.0,344.0,896.0,513.0,305.0,36.0,386.0,0.0,675.0
2007-10-01,278.0,206.0,7.0,752.0,673.0,1043.0,664.0,36.0,691.0,201.0,0.0,0.0,0.0,687.0,83.0,155.0,28.0,0.0,0.0,41.0,0.0,910.0,86.0,0.0,34.0,80.0,90.0,329.0,533.0,81.0,34.0,113.0,378.0,368.0,1033.0,98.0,105.0,600.0,598.0,722.0,195.0,344.0,911.0,515.0,305.0,36.0,398.0,0.0,683.0
2007-11-01,278.0,206.0,11.0,757.0,682.0,1049.0,667.0,36.0,691.0,201.0,0.0,0.0,0.0,694.0,83.0,161.0,28.0,0.0,0.0,41.0,0.0,914.0,86.0,0.0,34.0,80.0,90.0,329.0,541.0,81.0,38.0,113.0,385.0,368.0,1042.0,99.0,105.0,608.0,604.0,722.0,195.0,344.0,914.0,516.0,305.0,36.0,404.0,0.0,692.0
2007-12-01,278.0,206.0,13.0,761.0,686.0,1056.0,670.0,36.0,691.0,201.0,0.0,0.0,0.0,702.0,83.0,168.0,28.0,0.0,0.0,41.0,0.0,918.0,86.0,0.0,34.0,86.0,90.0,329.0,544.0,81.0,40.0,113.0,385.0,368.0,1046.0,102.0,105.0,615.0,607.0,722.0,195.0,344.0,920.0,523.0,305.0,36.0,411.0,0.0,693.0
2008-01-01,278.0,206.0,19.0,766.0,693.0,1063.0,677.0,36.0,691.0,201.0,0.0,0.0,0.0,710.0,83.0,174.0,28.0,0.0,0.0,41.0,0.0,922.0,86.0,0.0,34.0,86.0,90.0,329.0,546.0,81.0,45.0,113.0,393.0,368.0,1058.0,110.0,105.0,618.0,615.0,722.0,195.0,344.0,922.0,528.0,305.0,36.0,415.0,0.0,696.0
2008-02-01,278.0,206.0,29.0,770.0,699.0,1073.0,684.0,36.0,691.0,201.0,0.0,0.0,0.0,713.0,83.0,180.0,28.0,0.0,0.0,41.0,0.0,925.0,86.0,0.0,34.0,91.0,90.0,329.0,551.0,81.0,48.0,113.0,396.0,368.0,1070.0,112.0,105.0,625.0,621.0,722.0,195.0,344.0,923.0,537.0,305.0,36.0,421.0,0.0,701.0
2008-03-01,278.0,206.0,36.0,776.0,703.0,1083.0,688.0,36.0,691.0,201.0,0.0,0.0,0.0,716.0,83.0,185.0,28.0,0.0,0.0,41.0,0.0,932.0,86.0,0.0,34.0,95.0,90.0,329.0,555.0,81.0,49.0,113.0,402.0,368.0,1073.0,119.0,105.0,630.0,631.0,722.0,195.0,344.0,931.0,541.0,305.0,36.0,429.0,0.0,704.0
2008-04-01,278.0,206.0,42.0,787.0,712.0,1087.0,697.0,36.0,691.0,201.0,0.0,0.0,0.0,722.0,83.0,192.0,28.0,0.0,0.0,41.0,0.0,942.0,86.0,0.0,34.0,98.0,90.0,329.0,565.0,81.0,52.0,113.0,410.0,368.0,1082.0,123.0,105.0,642.0,637.0,722.0,195.0,344.0,935.0,545.0,305.0,36.0,442.0,0.0,708.0
2008-05-01,278.0,206.0,48.0,793.0,717.0,1090.0,703.0,36.0,691.0,201.0,0.0,0.0,0.0,724.0,83.0,195.0,28.0,0.0,0.0,41.0,0.0,954.0,86.0,0.0,34.0,104.0,90.0,329.0,572.0,81.0,56.0,113.0,413.0,368.0,1092.0,130.0,105.0,645.0,644.0,722.0,195.0,344.0,938.0,552.0,305.0,36.0,448.0,0.0,713.0
2008-06-01,278.0,206.0,52.0,797.0,726.0,1096.0,706.0,36.0,691.0,201.0,0.0,0.0,0.0,725.0,83.0,200.0,28.0,0.0,0.0,41.0,0.0,957.0,86.0,0.0,34.0,105.0,90.0,329.0,584.0,81.0,56.0,113.0,416.0,368.0,1102.0,134.0,105.0,652.0,656.0,722.0,195.0,344.0,947.0,555.0,305.0,36.0,460.0,0.0,717.0
2008-09-01,278.0,206.0,55.0,797.0,729.0,1096.0,706.0,36.0,691.0,201.0,0.0,0.0,0.0,728.0,83.0,203.0,28.0,0.0,0.0,41.0,0.0,960.0,86.0,0.0,34.0,105.0,90.0,329.0,584.0,81.0,56.0,116.0,417.0,368.0,1102.0,137.0,105.0,653.0,657.0,722.0,195.0,344.0,950.0,555.0,305.0,36.0,461.0,0.0,717.0
2008-10-01,278.0,206.0,62.0,802.0,735.0,1106.0,708.0,36.0,691.0,201.0,0.0,0.0,0.0,732.0,83.0,208.0,28.0,0.0,0.0,41.0,0.0,962.0,86.0,0.0,34.0,105.0,90.0,333.0,592.0,81.0,56.0,117.0,420.0,368.0,1114.0,138.0,105.0,654.0,667.0,722.0,195.0,344.0,960.0,561.0,305.0,36.0,473.0,0.0,717.0
2008-11-01,278.0,206.0,63.0,802.0,736.0,1115.0,714.0,36.0,691.0,201.0,0.0,0.0,0.0,734.0,83.0,212.0,28.0,0.0,0.0,41.0,0.0,966.0,86.0,0.0,34.0,105.0,90.0,342.0,595.0,81.0,56.0,120.0,420.0,368.0,1121.0,140.0,105.0,658.0,673.0,722.0,204.0,344.0,967.0,562.0,305.0,36.0,478.0,0.0,717.0
2008-12-01,278.0,206.0,67.0,809.0,747.0,1128.0,723.0,36.0,691.0,201.0,0.0,0.0,0.0,737.0,83.0,217.0,28.0,0.0,0.0,41.0,0.0,978.0,86.0,0.0,34.0,105.0,90.0,347.0,597.0,81.0,56.0,124.0,424.0,368.0,1128.0,141.0,105.0,667.0,680.0,722.0,213.0,344.0,974.0,574.0,305.0,36.0,488.0,0.0,717.0
2009-01-01,278.0,206.0,68.0,816.0,756.0,1137.0,724.0,36.0,691.0,201.0,0.0,0.0,0.0,738.0,83.0,221.0,28.0,0.0,0.0,41.0,0.0,984.0,86.0,0.0,34.0,105.0,90.0,351.0,598.0,81.0,56.0,130.0,428.0,368.0,1131.0,147.0,105.0,670.0,687.0,722.0,216.0,344.0,977.0,578.0,305.0,36.0,489.0,0.0,717.0
2009-02-01,278.0,206.0,76.0,826.0,758.0,1149.0,727.0,36.0,691.0,201.0,0.0,0.0,0.0,741.0,83.0,224.0,28.0,0.0,0.0,41.0,0.0,987.0,86.0,0.0,34.0,105.0,90.0,361.0,601.0,81.0,56.0,133.0,430.0,368.0,1146.0,157.0,105.0,680.0,694.0,722.0,219.0,344.0,981.0,579.0,305.0,36.0,494.0,0.0,717.0
2009-03-01,278.0,206.0,80.0,828.0,762.0,1156.0,732.0,36.0,691.0,201.0,0.0,0.0,0.0,746.0,83.0,228.0,28.0,0.0,0.0,41.0,0.0,993.0,86.0,0.0,34.0,105.0,90.0,368.0,608.0,81.0,56.0,133.0,440.0,368.0,1158.0,160.0,105.0,681.0,703.0,722.0,222.0,344.0,986.0,585.0,305.0,36.0,501.0,0.0,717.0
2009-04-01,278.0,206.0,83.0,828.0,769.0,1165.0,736.0,36.0,691.0,201.0,0.0,0.0,0.0,747.0,83.0,231.0,28.0,0.0,0.0,41.0,0.0,1000.0,86.0,0.0,34.0,105.0,90.0,372.0,616.0,81.0,56.0,139.0,445.0,368.0,1165.0,164.0,105.0,685.0,710.0,722.0,228.0,344.0,990.0,594.0,305.0,36.0,508.0,0.0,717.0
2009-05-01,278.0,206.0,92.0,837.0,778.0,1178.0,743.0,36.0,691.0,201.0,0.0,0.0,0.0,760.0,83.0,234.0,28.0,0.0,0.0,41.0,0.0,1007.0,86.0,0.0,34.0,105.0,90.0,380.0,626.0,81.0,56.0,141.0,452.0,368.0,1180.0,164.0,105.0,691.0,713.0,722.0,228.0,344.0,1003.0,596.0,305.0,36.0,515.0,0.0,717.0
2009-06-01,278.0,206.0,98.0,841.0,793.0,1183.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,772.0,83.0,242.0,28.0,0.0,0.0,41.0,0.0,1015.0,86.0,0.0,34.0,105.0,90.0,384.0,635.0,81.0,56.0,148.0,459.0,368.0,1180.0,167.0,105.0,698.0,726.0,722.0,238.0,344.0,1009.0,598.0,305.0,36.0,525.0,0.0,717.0
2009-09-01,278.0,206.0,99.0,844.0,793.0,1186.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,772.0,83.0,245.0,28.0,0.0,0.0,41.0,0.0,1015.0,86.0,0.0,34.0,105.0,90.0,387.0,638.0,81.0,56.0,148.0,460.0,368.0,1183.0,167.0,105.0,698.0,726.0,722.0,238.0,344.0,1012.0,599.0,305.0,36.0,526.0,0.0,720.0
2009-10-01,278.0,206.0,104.0,850.0,796.0,1198.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,779.0,83.0,248.0,28.0,0.0,0.0,41.0,0.0,1024.0,86.0,0.0,34.0,105.0,90.0,387.0,645.0,81.0,56.0,148.0,466.0,368.0,1195.0,167.0,105.0,703.0,738.0,722.0,243.0,350.0,1017.0,602.0,305.0,36.0,527.0,1.0,724.0
2009-11-01,278.0,206.0,107.0,854.0,800.0,1206.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,784.0,83.0,254.0,28.0,0.0,0.0,41.0,0.0,1030.0,86.0,0.0,34.0,105.0,90.0,388.0,649.0,81.0,56.0,148.0,471.0,368.0,1202.0,167.0,105.0,705.0,745.0,722.0,250.0,353.0,1024.0,606.0,305.0,36.0,531.0,5.0,725.0
2009-12-01,278.0,206.0,110.0,861.0,803.0,1213.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,785.0,83.0,260.0,28.0,0.0,0.0,41.0,0.0,1040.0,86.0,0.0,34.0,105.0,90.0,391.0,656.0,81.0,56.0,148.0,474.0,368.0,1208.0,167.0,105.0,705.0,752.0,722.0,258.0,355.0,1034.0,609.0,305.0,36.0,537.0,7.0,729.0
2010-01-01,278.0,206.0,111.0,867.0,807.0,1222.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,788.0,83.0,266.0,28.0,0.0,0.0,41.0,0.0,1042.0,86.0,0.0,34.0,105.0,90.0,396.0,662.0,81.0,56.0,148.0,475.0,368.0,1217.0,167.0,105.0,711.0,756.0,722.0,258.0,359.0,1038.0,614.0,305.0,36.0,546.0,7.0,729.0
2010-02-01,278.0,206.0,117.0,871.0,816.0,1235.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,795.0,83.0,273.0,28.0,0.0,0.0,41.0,0.0,1049.0,86.0,0.0,34.0,105.0,90.0,404.0,669.0,81.0,56.0,148.0,485.0,368.0,1227.0,167.0,105.0,722.0,762.0,722.0,262.0,361.0,1048.0,616.0,305.0,36.0,551.0,11.0,734.0
2010-03-01,278.0,206.0,127.0,878.0,823.0,1244.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,799.0,83.0,274.0,28.0,0.0,0.0,41.0,0.0,1053.0,86.0,0.0,34.0,105.0,90.0,411.0,675.0,81.0,56.0,148.0,489.0,368.0,1239.0,167.0,105.0,723.0,769.0,722.0,269.0,364.0,1055.0,618.0,305.0,36.0,557.0,12.0,741.0
2010-04-01,278.0,206.0,134.0,886.0,830.0,1257.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,805.0,83.0,282.0,28.0,0.0,0.0,41.0,0.0,1057.0,86.0,0.0,34.0,105.0,90.0,415.0,682.0,81.0,56.0,148.0,493.0,368.0,1254.0,167.0,105.0,729.0,771.0,722.0,274.0,369.0,1062.0,622.0,305.0,36.0,565.0,22.0,746.0
2010-05-01,278.0,206.0,136.0,891.0,836.0,1270.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,813.0,83.0,292.0,28.0,0.0,0.0,41.0,0.0,1059.0,86.0,0.0,34.0,105.0,90.0,418.0,691.0,81.0,56.0,148.0,498.0,368.0,1266.0,167.0,105.0,734.0,780.0,722.0,275.0,376.0,1071.0,630.0,305.0,36.0,577.0,27.0,751.0
2010-06-01,278.0,206.0,140.0,895.0,840.0,1282.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,816.0,83.0,300.0,28.0,0.0,0.0,41.0,0.0,1062.0,86.0,0.0,34.0,105.0,90.0,421.0,697.0,81.0,56.0,148.0,502.0,368.0,1276.0,167.0,105.0,737.0,789.0,722.0,278.0,380.0,1080.0,634.0,305.0,36.0,581.0,34.0,758.0
2010-09-01,278.0,206.0,141.0,898.0,843.0,1285.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,819.0,83.0,300.0,28.0,0.0,0.0,41.0,0.0,1063.0,86.0,0.0,34.0,105.0,90.0,421.0,698.0,81.0,56.0,148.0,503.0,368.0,1277.0,167.0,105.0,737.0,792.0,725.0,278.0,380.0,1083.0,634.0,305.0,36.0,581.0,34.0,759.0
2010-10-01,278.0,206.0,145.0,902.0,850.0,1294.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,825.0,83.0,307.0,28.0,0.0,0.0,48.0,0.0,1065.0,86.0,0.0,34.0,109.0,90.0,427.0,704.0,81.0,56.0,148.0,506.0,368.0,1287.0,167.0,105.0,741.0,797.0,726.0,282.0,380.0,1093.0,634.0,305.0,36.0,593.0,34.0,760.0
2010-11-01,278.0,206.0,148.0,908.0,854.0,1304.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,831.0,83.0,313.0,28.0,0.0,0.0,50.0,0.0,1069.0,86.0,0.0,34.0,113.0,90.0,428.0,708.0,81.0,56.0,148.0,511.0,368.0,1299.0,167.0,105.0,747.0,803.0,735.0,287.0,380.0,1097.0,634.0,305.0,36.0,601.0,34.0,762.0
2010-12-01,278.0,206.0,149.0,914.0,860.0,1316.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,841.0,83.0,317.0,28.0,0.0,0.0,56.0,0.0,1076.0,86.0,0.0,34.0,116.0,90.0,431.0,718.0,81.0,56.0,148.0,517.0,368.0,1308.0,167.0,105.0,751.0,809.0,741.0,288.0,380.0,1104.0,634.0,305.0,36.0,608.0,34.0,766.0
2011-01-01,278.0,206.0,153.0,920.0,866.0,1325.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,844.0,83.0,326.0,28.0,0.0,0.0,60.0,0.0,1080.0,86.0,0.0,34.0,120.0,90.0,434.0,718.0,81.0,56.0,148.0,519.0,368.0,1317.0,167.0,105.0,755.0,809.0,744.0,290.0,380.0,1108.0,634.0,305.0,36.0,614.0,34.0,768.0
2011-02-01,278.0,206.0,157.0,930.0,870.0,1340.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,853.0,83.0,327.0,28.0,0.0,0.0,63.0,0.0,1084.0,86.0,0.0,34.0,123.0,90.0,438.0,724.0,81.0,56.0,148.0,523.0,368.0,1327.0,167.0,105.0,758.0,819.0,750.0,300.0,380.0,1121.0,634.0,305.0,36.0,626.0,34.0,780.0
2011-03-01,278.0,206.0,161.0,933.0,874.0,1350.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,856.0,83.0,332.0,28.0,0.0,0.0,67.0,0.0,1089.0,86.0,0.0,34.0,132.0,90.0,444.0,728.0,81.0,56.0,148.0,527.0,368.0,1337.0,167.0,105.0,766.0,824.0,756.0,303.0,380.0,1131.0,634.0,305.0,36.0,628.0,34.0,782.0
2011-04-01,278.0,206.0,166.0,937.0,879.0,1360.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,859.0,83.0,334.0,28.0,0.0,0.0,67.0,0.0,1093.0,86.0,0.0,34.0,140.0,90.0,450.0,735.0,81.0,56.0,148.0,537.0,368.0,1349.0,167.0,105.0,770.0,831.0,757.0,310.0,380.0,1134.0,634.0,305.0,36.0,635.0,34.0,788.0
2011-05-01,278.0,206.0,166.0,946.0,892.0,1370.0,748.0,36.0,691.0,201.0,0.0,0.0,0.0,861.0,83.0,337.0,28.0,0.0,0.0,74.0,0.0,1100.0,86.0,0.0,34.0,147.0,90.0,457.0,739.0,81.0,56.0,148.0,537.0,368.0,1356.0,167.0,105.0,774.0,838.0,763.0,319.0,380.0,1143.0,634.0,305.0,36.0,638.0,34.0,797.0
